0.017147595356550638,0.
0.017156053559480463,0.01
0.017163197255589627,0.02
0.017169026444878135,0.03
0.01717354112734599,0.04
0.017176741302993178,0.05
0.017178626971819707,0.06
0.01717919813382558,0.07
0.017178454789010793,0.08
0.01717639693737535,0.09
0.017173024578919244,0.1
0.017168337713642488,0.11
0.017162336341545067,0.12
0.01715502046262699,0.13
0.01714639007688825,0.14
0.01713644518432885,0.15
0.017125185784948798,0.16
0.017112611878748088,0.17
0.017098723465726714,0.18
0.017083520545884683,0.19
0.017067003119221994,0.2
0.017049171185738645,0.21
0.01703002474543464,0.22
0.017009563798309972,0.23
0.01698778834436465,0.24
0.016964698383598667,0.25
0.016940293916012025,0.26
0.016914574941604726,0.27
0.016887541460376767,0.28
0.01685919347232815,0.29
0.016829530977458873,0.3
0.016798553975768942,0.31
0.016766262467258347,0.32
0.016732656451927095,0.33
0.016697735929775186,0.34
0.016661500900802616,0.35000000000000003
0.016623951365009385,0.36
0.0165850873223955,0.37
0.016544908772960956,0.38
0.016503415716705754,0.39
0.01646060815362989,0.4
0.01641648608373337,0.41000000000000003
0.016371049507016188,0.42
0.01632429842347835,0.43
0.016276232833119852,0.44
0.0162268527359407,0.45
0.016176158131940885,0.46
0.016124149021120412,0.47000000000000003
0.01607082540347928,0.48
0.01601618727901749,0.49
0.015960234647735043,0.5
0.015902967509631934,0.51
0.015844385864708172,0.52
0.015784489712963746,0.53
0.015723279054398662,0.54
0.01566075388901292,0.55
0.015596914216806517,0.56
0.015531760037779459,0.5700000000000001
0.01546529135193174,0.58
0.015397508159263367,0.59
0.015328410459774332,0.6
0.015257998253464636,0.61
0.015186271540334284,0.62
0.015113230320383272,0.63
0.015038874593611602,0.64
0.014963204360019276,0.65
0.014886219619606289,0.66
0.014807920372372644,0.67
0.014728306618318338,0.68
0.014647378357443374,0.6900000000000001
0.014565135589747752,0.7000000000000001
0.014481578315231473,0.71
0.014396706533894537,0.72
0.01431052024573694,0.73
0.014223019450758682,0.74
0.014134204148959767,0.75
0.014044074340340194,0.76
0.013952630024899961,0.77
0.013859871202639068,0.78
0.013765797873557521,0.79
0.013670410037655314,0.8
0.013573707694932446,0.81
0.01347569084538892,0.8200000000000001
0.013376359489024736,0.8300000000000001
0.013275713625839895,0.84
0.013173753255834395,0.85
0.013070478379008236,0.86
0.012965888995361417,0.87
0.012859985104893938,0.88
0.012752766707605803,0.89
0.012644233803497006,0.9
0.012534386392567553,0.91
0.012423224474817446,0.92
0.012310748050246675,0.93
0.012196957118855243,0.9400000000000001
0.012081851680643156,0.9500000000000001
0.01196543173561041,0.96
0.011847697283757005,0.97
0.011728648325082941,0.98
0.011608284859588222,0.99
0.01148660688727284,1.
